Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h,GAP
2005,POR,8,8,56,Lucas NORRIS,JPN,Apex Racing Group 13,Racing Team KAWASAKI,48:14:900,145.666,+59.847
2005,POR,9,7,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,48:22:771,145.271,+67.718
2005,POR,10,6,11,Daniel MILLER,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,48:37:484,144.538,+82.431
2005,POR,11,5,12,Lewis TSUNODA,AUS,Aurora Racing Group 35,Honda HONDA,48:48:582,143.991,+93.529
2005,POR,12,4,10,Daniel MILLER,USA,Zenith Racing Group 16,Suzuki MotoGP SUZUKI,48:49:104,143.965,+94.051
2005,POR,13,3,44,Diego RICCIARDO,ITA,Nebula GP Group 60,MotoGP - Pramac DUCATI,48:51:009,143.871,+95.956
2005,POR,14,2,24,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,48:51:545,143.845,+96.492
2005,POR,15,1,77,Arthur RUSSELL,GBR,Nebula GP Group 72,WCM BLATA,47:20:474,137.854,+5.421
2005,FRA,1,25,46,Alex WEBER,ITA,Apex Racing Group 37,Yamaha Team YAMAHA,44:13:223,158.864,0
2005,FRA,2,20,15,Daniel MILLER,SPA,Horizon GP Group 17,Honda MotoGP HONDA,44:13:605,158.841,+0.382
2005,FRA,3,16,5,Pierre MARQUEZ,USA,Apex Racing Group 37,Yamaha Team YAMAHA,44:18:934,158.523,+5.711
2005,FRA,4,13,33,Lewis TSUNODA,ITA,Horizon GP Group 17,Honda MotoGP HONDA,44:20:499,158.429,+7.276
2005,FRA,5,11,3,Lando ALBON,ITA,Apex Racing Group 1,Honda Team HONDA,44:20:926,158.404,+7.703
2005,FRA,6,10,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,44:34:993,157.571,+21.770
2005,FRA,7,9,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,44:37:887,157.4,+24.664
2005,FRA,8,8,56,Lucas NORRIS,JPN,Apex Racing Group 13,Racing Team KAWASAKI,44:49:163,156.74,+35.940
2005,FRA,9,7,24,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,44:51:285,156.616,+38.062
2005,FRA,10,6,12,Lewis TSUNODA,AUS,Aurora Racing Group 35,Honda HONDA,45:05:830,155.774,+52.607
2005,FRA,11,5,19,Leo GASLY,FRA,Apex Racing Group 13,Racing Team KAWASAKI,45:06:525,155.734,+53.302
2005,FRA,12,4,11,Daniel MILLER,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,45:13:565,155.33,+60.342
2005,FRA,13,3,10,Daniel MILLER,USA,Zenith Racing Group 16,Suzuki MotoGP SUZUKI,45:13:737,155.32,+60.514
2005,FRA,14,2,16,Matteo ALONSO,NED,Velocity Team Group 15,Minolta Honda HONDA,45:31:216,154.326,+77.993
2005,FRA,15,1,44,Diego RICCIARDO,ITA,Velocity Team Group 75,Pramac DUCATI,45:45:456,153.525,+92.233
2005,GBR,1,25,46,Alex WEBER,ITA,Apex Racing Group 37,Yamaha Team YAMAHA,52:59:675,132.13,0
2005,GBR,2,20,10,Daniel MILLER,USA,Zenith Racing Group 16,Suzuki MotoGP SUZUKI,53:02:844,131.999,+3.169
2005,GBR,3,16,4,Carlos ROSSI,BRA,Aurora Racing Group 35,Honda HONDA,53:03:681,131.964,+4.006
2005,GBR,4,13,5,Pierre MARQUEZ,USA,Apex Racing Group 37,Yamaha Team YAMAHA,53:09:967,131.704,+10.292
2005,GBR,5,11,7,Marcio HAMILTON,SPA,Zenith Racing Group 4,Marlboro Team DUCATI,53:12:695,131.591,+13.020
2005,GBR,6,10,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,53:22:996,131.168,+23.321
2005,GBR,7,9,6,Oliver LECLERC,JPN,Velocity Team Group 15,Minolta Honda HONDA,53:37:508,130.576,+37.833
2005,GBR,8,8,66,Matteo ALONSO,GER,Apex Racing Group 13,Racing Team KAWASAKI,53:44:292,130.301,+44.617
2005,GBR,9,7,24,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,54:03:294,125.071,+63.619
2005,GBR,10,6,44,Diego RICCIARDO,ITA,Velocity Team Group 75,Pramac DUCATI,54:36:570,123.8,+96.895
2005,GBR,11,5,21,Alex WEBER,USA,Zenith Racing Group 16,Suzuki MotoGP SUZUKI,53:33:212,121.734,+33.537
2005,AUS,1,25,46,Alex WEBER,ITA,Apex Racing Group 37,Yamaha Team YAMAHA,41:09:542,175.142,0
2005,AUS,2,20,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,41:10:549,175.07,+1.007
2005,AUS,3,16,7,Marcio HAMILTON,SPA,Zenith Racing Group 4,Marlboro Team DUCATI,41:13:757,174.843,+4.215
2005,AUS,4,13,33,Lewis TSUNODA,ITA,Horizon GP Group 17,Honda MotoGP HONDA,41:13:774,174.842,+4.232
2005,AUS,5,11,15,Daniel MILLER,SPA,Horizon GP Group 17,Honda MotoGP HONDA,41:23:630,174.148,+14.088
2005,AUS,6,10,5,Pierre MARQUEZ,USA,Apex Racing Group 37,Yamaha Team YAMAHA,41:42:742,172.817,+33.200
2005,AUS,7,9,56,Lucas NORRIS,JPN,Apex Racing Group 13,Racing Team KAWASAKI,41:54:597,172.002,+45.055
2005,AUS,8,8,6,Oliver LECLERC,JPN,Velocity Team Group 15,Minolta Honda HONDA,41:54:645,171.999,+45.103
2005,AUS,9,7,24,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,41:54:646,171.999,+45.104
2005,AUS,10,6,21,Alex WEBER,USA,Zenith Racing Group 16,Suzuki MotoGP SUZUKI,41:59:802,171.647,+50.260
2005,AUS,11,5,17,Max STROLL,AUS,Aurora Racing Group 35,Honda HONDA,42:00:239,171.617,+50.697
2005,AUS,12,4,11,Daniel MILLER,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,42:17:866,170.425,+68.324
2005,AUS,13,3,44,Diego RICCIARDO,ITA,Quantum Motorsports Group 74,Pramac DUCATI,42:41:279,168.866,+91.737
2005,AUS,14,2,77,Arthur RUSSELL,GBR,Nebula GP Group 72,WCM BLATA,41:44:184,166.321,+34.642
2005,AUS,15,1,27,Oliver LECLERC,ITA,Nebula GP Group 72,WCM BLATA,42:16:829,164.18,+67.287
2005,MAL,1,25,65,Jack OCON,ITA,Zenith Racing Group 4,Marlboro Team DUCATI,43:28:523,160.853,0
2005,MAL,2,20,46,Alex WEBER,ITA,Apex Racing Group 37,Yamaha Team YAMAHA,43:30:522,160.73,+1.999
2005,MAL,3,16,7,Marcio HAMILTON,SPA,Zenith Racing Group 4,Marlboro Team DUCATI,43:30:592,160.725,+2.069
2005,MAL,4,13,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:37:750,160.286,+9.227
2005,MAL,5,11,33,Lewis TSUNODA,ITA,Horizon GP Group 17,Honda MotoGP HONDA,43:44:409,159.879,+15.886
2005,MAL,6,10,3,Lando ALBON,ITA,Apex Racing Group 1,Honda Team HONDA,43:45:349,159.822,+16.826
2005,MAL,7,9,10,Daniel MILLER,USA,Zenith Racing Group 16,Suzuki MotoGP SUZUKI,43:45:772,159.796,+17.249
2005,MAL,8,8,4,Carlos ROSSI,BRA,Aurora Racing Group 35,Honda HONDA,43:46:744,159.737,+18.221
2005,MAL,9,7,21,Alex WEBER,USA,Zenith Racing Group 16,Suzuki MotoGP SUZUKI,43:48:648,159.621,+20.125
2005,MAL,10,6,5,Pierre MARQUEZ,USA,Apex Racing Group 37,Yamaha Team YAMAHA,43:50:798,159.49,+22.275
2005,MAL,11,5,24,Marcio HAMILTON,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,43:58:379,159.032,+29.856
2005,MAL,12,4,6,Oliver LECLERC,JPN,Velocity Team Group 15,Minolta Honda HONDA,44:20:195,157.727,+51.672
2005,MAL,13,3,44,Diego RICCIARDO,ITA,Quantum Motorsports Group 74,Pramac DUCATI,44:33:888,156.919,+65.365
2005,MAL,14,2,67,George SILVA,GBR,Aurora Racing Group 35,Honda HONDA,44:47:629,156.117,+79.106
2005,MAL,15,1,11,Daniel MILLER,SPA,Nebula GP Group 36,Yamaha Team YAMAHA,44:47:879,156.102,+79.356
2010,VAL,1,25,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,46:45:622,154.223,0
2010,VAL,2,20,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,46:50:198,153.972,+4.576
2010,VAL,3,16,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,46:54:620,153.73,+8.998
2010,VAL,4,13,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,47:03:265,153.259,+17.643
2010,VAL,5,11,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,47:04:782,153.177,+19.160
2010,VAL,6,10,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,47:06:296,153.095,+20.674
2010,VAL,7,9,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,47:12:419,152.764,+26.797
2010,VAL,8,8,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,47:14:910,152.63,+29.288
2010,VAL,9,7,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,47:15:073,152.621,+29.451
2010,VAL,10,6,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,47:15:482,152.599,+29.860
2010,VAL,11,5,41,Leo GASLY,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,47:17:383,152.497,+31.761
2010,VAL,12,4,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,47:19:226,152.398,+33.604
2010,VAL,13,3,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,47:22:244,152.236,+36.622
2010,VAL,14,2,7,Hans VETTEL,JPN,Horizon GP Group 77,Honda MotoGP HONDA,47:24:590,152.11,+38.968
2010,VAL,15,1,71,Marcio HAMILTON,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,47:41:791,151.195,+56.169
2010,ARA,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,42:17:530,165.761,0
2010,ARA,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:22:678,165.425,+5.148
2010,ARA,3,16,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,42:27:026,165.143,+9.496
2010,ARA,4,13,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:27:110,165.137,+9.580
2010,ARA,5,11,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,42:31:301,164.866,+13.771
2010,ARA,6,10,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:44:860,163.994,+27.330
2010,ARA,7,9,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:46:041,163.918,+28.511
2010,ARA,8,8,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:52:784,163.489,+35.254
2010,ARA,9,7,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:52:923,163.48,+35.393
2010,ARA,10,6,41,Leo GASLY,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,42:52:997,163.475,+35.467
2010,ARA,11,5,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,42:53:052,163.471,+35.522
2010,ARA,12,4,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,43:02:890,162.849,+45.360
2010,ARA,13,3,7,Hans VETTEL,JPN,Horizon GP Group 77,Honda MotoGP HONDA,43:05:849,162.662,+48.319
2010,ARA,14,2,36,Diego RICCIARDO,FIN,Stratus Motorsport Group 7,Racing Team DUCATI,43:15:577,162.052,+58.047
2010,JPN,1,25,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,43:13:266,160.016,0
2010,JPN,2,20,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,43:17:134,159.778,+3.868
2010,JPN,3,16,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:18:973,159.665,+5.707
2010,JPN,4,13,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:19:487,159.633,+6.221
2010,JPN,5,11,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,43:40:358,158.361,+27.092
2010,JPN,6,10,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:43:287,158.184,+30.021
2010,JPN,7,9,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:45:092,158.076,+31.826
2010,JPN,8,8,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,43:48:838,157.85,+35.572
2010,JPN,9,7,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,44:00:830,157.133,+47.564
2010,JPN,10,6,7,Hans VETTEL,JPN,Horizon GP Group 77,Honda MotoGP HONDA,44:02:864,157.012,+49.598
2010,JPN,11,5,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,44:03:265,156.988,+49.999
2010,JPN,12,4,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,44:03:969,156.947,+50.703
2010,JPN,13,3,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,44:04:688,156.904,+51.422
2010,JPN,14,2,41,Leo GASLY,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,44:06:109,156.82,+52.843
2010,JPN,15,1,36,Diego RICCIARDO,FIN,Stratus Motorsport Group 7,Racing Team DUCATI,44:27:934,155.536,+74.668
2010,ITA,1,25,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:29:066,170.437,0
2010,ITA,2,20,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:33:080,170.169,+4.014
2010,ITA,3,16,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,42:35:262,170.024,+6.196
2010,ITA,4,13,27,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,42:54:769,168.735,+25.703
2010,ITA,5,11,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:54:801,168.733,+25.735
2010,ITA,6,10,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,42:55:031,168.718,+25.965
2010,ITA,7,9,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,42:57:872,168.532,+28.806
2010,ITA,8,8,41,Leo GASLY,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,43:09:238,167.792,+40.172
2010,ITA,9,7,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:10:460,167.712,+41.394
2010,ITA,10,6,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:11:173,167.666,+42.107
2010,ITA,11,5,7,Hans VETTEL,JPN,Horizon GP Group 77,Honda MotoGP HONDA,43:12:161,167.602,+43.095
2010,ITA,12,4,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,43:12:429,167.585,+43.363
2010,ITA,13,3,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,43:43:459,165.602,+74.393
2010,ITA,14,2,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:53:455,164.973,+84.389
2010,USA,1,25,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:55:873,157.833,0
2010,USA,2,20,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,43:59:390,157.623,+3.517
2010,USA,3,16,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:09:293,157.033,+13.420
2010,USA,4,13,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,44:10:061,156.988,+14.188
2010,USA,5,11,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,44:10:474,156.963,+14.601
2010,USA,6,10,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,44:14:910,156.701,+19.037
2010,USA,7,9,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,44:36:594,155.431,+40.721
2010,USA,8,8,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,44:43:092,155.055,+47.219
2010,USA,9,7,36,Diego RICCIARDO,FIN,Stratus Motorsport Group 7,Racing Team DUCATI,44:48:686,154.732,+52.813
2010,USA,10,6,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,44:48:687,154.732,+52.814
2010,USA,11,5,95,Leo GASLY,LCR,Vortex Racing Group 8,MotoGP HONDA,45:09:962,153.517,+74.089
2010,USA,12,4,15,Arthur RUSSELL,RSM,Horizon GP Group 77,Honda MotoGP HONDA,45:10:539,153.484,+74.666
2010,QAT,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:51:099,165.789,0
2010,QAT,2,20,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,42:52:121,165.723,+1.022
2010,QAT,3,16,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,42:52:964,165.669,+1.865
2010,QAT,4,13,69,Hans VETTEL,USA,Zenith Racing Group 4,Marlboro Team DUCATI,42:52:975,165.668,+1.876
2010,QAT,5,11,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,42:55:002,165.538,+3.903
2010,QAT,6,10,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,43:00:421,165.19,+9.322
2010,QAT,7,9,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:07:607,164.731,+16.508
2010,QAT,8,8,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,43:10:966,164.517,+19.867
2010,QAT,9,7,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:11:992,164.452,+20.893
2010,QAT,10,6,7,Hans VETTEL,JPN,Horizon GP Group 77,Honda MotoGP HONDA,43:12:199,164.439,+21.100
2010,QAT,11,5,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:22:737,163.773,+31.638
2010,QAT,12,4,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,43:23:672,163.714,+32.573
2010,QAT,13,3,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:31:879,163.2,+40.780
2010,CAT,1,25,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:23:805,163.45,0
2010,CAT,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:28:559,163.152,+4.754
2010,CAT,3,16,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,43:28:761,163.139,+4.956
2010,CAT,4,13,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,43:41:862,162.324,+18.057
2010,CAT,5,11,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:45:166,162.12,+21.361
2010,CAT,6,10,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,43:45:308,162.111,+21.503
2010,CAT,7,9,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:47:986,161.946,+24.181
2010,CAT,8,8,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,43:51:746,161.714,+27.941
2010,CAT,9,7,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:51:851,161.708,+28.046
2010,CAT,10,6,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,43:56:244,161.438,+32.439
2010,CAT,11,5,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,44:02:211,161.073,+38.406
2010,CAT,12,4,36,Diego RICCIARDO,FIN,Stratus Motorsport Group 7,Racing Team DUCATI,44:22:062,159.872,+58.257
2010,CAT,13,3,64,Matteo ALONSO,JPN,Horizon GP Group 77,Honda MotoGP HONDA,44:33:153,159.208,+69.348
2010,CAT,14,2,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,44:56:207,157.846,+92.402
2010,CAT,15,1,8,Jack OCON,JPN,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:59:042,157.681,+95.237
2010,NED,1,25,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,41:19:629,171.518,0
2010,NED,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:22:564,171.315,+2.935
2010,NED,3,16,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,41:26:651,171.034,+7.022
2010,NED,4,13,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,41:32:894,170.605,+13.265
2010,NED,5,11,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,41:34:952,170.464,+15.323
2010,NED,6,10,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,41:35:401,170.434,+15.772
2010,NED,7,9,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,41:45:496,169.747,+25.867
2010,NED,8,8,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,41:48:620,169.535,+28.991
2010,NED,9,7,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,41:55:287,169.086,+35.658
2010,NED,10,6,41,Leo GASLY,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,41:55:466,169.074,+35.837
2010,NED,11,5,36,Diego RICCIARDO,FIN,Stratus Motorsport Group 7,Racing Team DUCATI,42:16:398,167.678,+56.769
2010,NED,12,4,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,42:16:519,167.67,+56.890
2010,NED,13,3,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:20:244,167.424,+60.615
2010,NED,14,2,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,42:27:703,166.933,+68.074
2010,NED,15,1,64,Matteo ALONSO,JPN,Horizon GP Group 77,Honda MotoGP HONDA,41:43:019,163.38,+23.390
2010,POR,1,25,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,46:18:962,151.746,0
2010,POR,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,46:27:591,151.276,+8.629
2010,POR,3,16,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,46:45:437,150.313,+26.475
2010,POR,4,13,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,46:45:496,150.31,+26.534
2010,POR,5,11,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,46:46:116,150.277,+27.154
2010,POR,6,10,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,46:47:259,150.216,+28.297
2010,POR,7,9,5,Pierre MARQUEZ,USA,Velocity Team Group 3,YAMAHA,46:49:071,150.119,+30.109
2010,POR,8,8,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,47:03:909,149.33,+44.947
2010,POR,9,7,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,47:32:611,147.827,+73.649
2010,POR,10,6,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,47:36:683,147.616,+77.721
2010,POR,11,5,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,47:36:870,147.606,+77.908
2010,POR,12,4,7,Hans VETTEL,JPN,Horizon GP Group 77,Honda MotoGP HONDA,47:51:987,146.829,+93.025
2010,POR,13,3,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,47:58:714,146.486,+99.752
2010,GER,1,25,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,12:28:482,159.121,0
2010,GER,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,12:28:817,159.05,+0.335
2010,GER,3,16,27,Lando ALBON,AUS,Zenith Racing Group 4,Team DUCATI,12:29:721,158.858,+1.239
2010,GER,4,13,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,12:31:160,158.553,+2.678
2010,GER,5,11,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,12:31:442,158.493,+2.960
2010,GER,6,10,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,12:35:724,157.594,+7.242
2010,GER,7,9,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,12:35:916,157.554,+7.434
2010,GER,8,8,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,12:38:242,157.07,+9.760
2010,GER,9,7,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,12:38:557,157.005,+10.075
2010,GER,10,6,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,12:39:534,156.802,+11.052
2010,GER,11,5,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,12:39:952,156.716,+11.470
2010,GER,12,4,41,Leo GASLY,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,12:40:254,156.654,+11.772
2010,GER,13,3,36,Diego RICCIARDO,FIN,Stratus Motorsport Group 7,Racing Team DUCATI,12:40:426,156.618,+11.944
2010,GER,14,2,11,Lucas NORRIS,USA,Velocity Team Group 3,YAMAHA,12:40:654,156.571,+12.172
2010,GER,15,1,19,George SILVA,SPA,Titan GP Group 9,Suzuki MotoGP SUZUKI,12:41:222,156.454,+12.740
2010,FRA,1,25,99,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:30:114,158.047,0
2010,FRA,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,44:35:786,157.712,+5.672
2010,FRA,3,16,4,Oliver LECLERC,ITA,Apex Racing Group 1,Honda Team HONDA,44:37:986,157.583,+7.872
2010,FRA,4,13,69,Hans VETTEL,USA,Zenith Racing Group 4,Marlboro Team DUCATI,44:39:460,157.496,+9.346
2010,FRA,5,11,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,44:42:727,157.304,+12.613
2010,FRA,6,10,33,Lewis TSUNODA,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,44:52:032,156.76,+21.918
2010,FRA,7,9,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,44:59:402,156.332,+29.288
2010,FRA,8,8,40,John DUPONT,SPA,Zenith Racing Group 76,Amarillas Aspar DUCATI,45:03:242,156.11,+33.128
2010,FRA,9,7,41,Leo GASLY,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,45:03:607,156.089,+33.493
2010,FRA,10,6,58,Finn SAINZ,ITA,Horizon GP Group 5,Carlo Honda Gresini HONDA,45:03:919,156.071,+33.805
2010,FRA,11,5,7,Hans VETTEL,JPN,Horizon GP Group 77,Honda MotoGP HONDA,45:04:460,156.04,+34.346
